generation,generation_best_train_mse,global_best_train_mse,mean_train_mse,validation_mse,train_validation_gap,population_diversity,gene_mean,gene_std,near_weight_boundaries_percentage,wall_seconds,cpu_seconds
52,0.23065423790912723,0.23065423790912723,0.3911570252413724,0.23285078539783996,0.00219654748871273,2.674171971084281,0.0075634387064496,3.4058854067807074,27.313625815007182,19.60276315900046,209.18641567799932
53,0.23065423790912723,0.23065423790912723,0.3889813826732421,0.23285078539783996,0.00219654748871273,2.4966626912217715,0.012294766787945742,3.4007350198153268,27.157475964194937,19.679936587000157,208.4347987350011
54,0.23065423790912723,0.23065423790912723,0.3761823623509851,0.23285078539783996,0.00219654748871273,2.5993262749917063,0.010255682974453563,3.4097599102662777,27.306663719748038,18.70057635000012,207.8344591570003
55,0.23065423790912723,0.23065423790912723,0.38296617607084316,0.23285078539783996,0.00219654748871273,2.7208209569539026,0.011378030453469655,3.4186308220860826,27.552105204995026,20.297137018000285,209.56327319699994
56,0.23065423790912723,0.23065423790912723,0.39016602172287324,0.23285078539783996,0.00219654748871273,2.753038118821155,0.013190774728636816,3.420832238495435,27.681290750359157,19.41218952700001,207.6574754459998
57,0.23065423790912723,0.23065423790912723,0.3715939184822556,0.23285078539783996,0.00219654748871273,2.705366537013853,0.014322634426944954,3.424321259775816,27.84064537517958,19.87206892300037,209.10034919200007
58,0.23065423790912723,0.23065423790912723,0.3899136386404099,0.23285078539783996,0.00219654748871273,2.733549173473776,0.011896313224525334,3.428802272460958,27.952591446568682,18.976230751000003,207.56473371299944
59,0.23065423790912723,0.23065423790912723,0.3851129954455966,0.23285078539783996,0.00219654748871273,2.7528977636169447,0.01572943806084332,3.4277219169986264,27.96043761741629,20.00051929000074,208.72989252099978
60,0.21881980648897822,0.21881980648897822,0.3858714947332832,0.2170493301320235,-0.0017704763569547366,2.760815436347763,0.013063481276040062,3.4288766329990144,28.034810476295725,19.187482784000167,207.6736038199997
61,0.21881980648897822,0.21881980648897822,0.3936704090316497,0.2170493301320235,-0.0017704763569547366,2.814490631810184,0.012262581868090545,3.4263202664642085,27.989833130732677,19.62665889999971,208.37840730400058
62,0.21881980648897822,0.21881980648897822,0.3799548794837595,0.2170493301320235,-0.0017704763569547366,2.7516196730351634,0.01043438003377653,3.4350571395864304,28.148193170516077,19.437816544999805,208.50763494900093
63,0.21881980648897822,0.21881980648897822,0.3803356324797547,0.2170493301320235,-0.0017704763569547366,2.6727639759815234,0.003292883010982858,3.4365996816537616,28.07448336832799,19.147825988000477,208.0183410720001
64,0.21881980648897822,0.21881980648897822,0.37260262369389546,0.2170493301320235,-0.0017704763569547366,2.720305181809267,0.003630343011870415,3.4406533199730824,28.187976571996902,18.87541174800026,207.90792143700128
65,0.21881980648897822,0.21881980648897822,0.358480642700603,0.2170493301320235,-0.0017704763569547366,2.651411959384284,0.006223591964824544,3.4365157620526467,28.028953475522155,19.704772771000535,208.506511081001
66,0.21881980648897822,0.21881980648897822,0.3802005333728,0.2170493301320235,-0.0017704763569547366,2.7122830703410385,0.012707110589448223,3.4310915216812914,27.896342137252734,19.752465245000167,208.3694418089999
67,0.21881980648897822,0.21881980648897822,0.382085440330314,0.2170493301320235,-0.0017704763569547366,2.776321879907223,0.017887539723932644,3.420070782212806,27.569786716764284,19.508762028000092,207.8567249759999
68,0.21881980648897822,0.21881980648897822,0.38754283476920265,0.2170493301320235,-0.0017704763569547366,2.7396343784085926,0.020998616660606952,3.4233090149230136,27.595977456072497,19.4519661559998,208.23939550000068
69,0.21881980648897822,0.21881980648897822,0.3815848722605488,0.2170493301320235,-0.0017704763569547366,2.6913820632852947,0.02089734013419022,3.4256476974509917,27.73643496518952,19.155628012000307,208.0592305650007
70,0.21881980648897822,0.21881980648897822,0.37753920508677624,0.2170493301320235,-0.0017704763569547366,2.6801491985885977,0.01997571429054256,3.4260876767660924,27.796552105204995,19.248625495999477,207.74048567800128
71,0.21881980648897822,0.21881980648897822,0.3854646806368037,0.2170493301320235,-0.0017704763569547366,2.500861385603163,0.016554838676764588,3.435999307642345,28.025196154271192,19.828301548000127,208.362337898001
72,0.21881980648897822,0.21881980648897822,0.37816354617600423,0.2170493301320235,-0.0017704763569547366,2.550726127323012,0.010704899030832344,3.4420264475255444,28.083213614764063,20.034673908000514,208.86304219500016
73,0.21881980648897822,0.21881980648897822,0.38376790965742663,0.2170493301320235,-0.0017704763569547366,2.509590027539001,0.011850182035501262,3.4525511026565994,28.29782296386341,19.242557734000002,207.633008048002
74,0.21881980648897822,0.21881980648897822,0.3941940096314533,0.2170493301320235,-0.0017704763569547366,2.6592905616108196,0.015388838345351903,3.4394778662946024,27.93468891590231,19.078364777000388,208.06643416899897
75,0.21881980648897822,0.21881980648897822,0.39149850139258857,0.2170493301320235,-0.0017704763569547366,2.6847525589656165,0.016518352924715915,3.447027933966558,28.150292850038678,19.6904024079995,208.58650022499933
76,0.21881980648897822,0.21881980648897822,0.40140012165487277,0.2170493301320235,-0.0017704763569547366,2.760016825702982,0.020190110558696885,3.4491063639775326,28.19084981765941,19.41357377699933,208.0072696770003
77,0.21881980648897822,0.21881980648897822,0.3988514834602734,0.2170493301320235,-0.0017704763569547366,2.797782756775233,0.019446049162350577,3.44454015676847,28.22687589788927,19.15058393899926,207.79092411399688
78,0.21881980648897822,0.21881980648897822,0.4099992000725259,0.2170493301320235,-0.0017704763569547366,2.8622172503262933,0.018350299304373055,3.4355192539429256,28.083655652558292,19.503142597999613,208.18581853700016
79,0.21881980648897822,0.21881980648897822,0.39431134287860364,0.2170493301320235,-0.0017704763569547366,2.8846912388155266,0.019293070075200532,3.420970313234045,27.91457619626478,18.87285202000021,207.65115749600227
80,0.21881980648897822,0.21881980648897822,0.3791676487962222,0.2170493301320235,-0.0017704763569547366,2.8765879091915942,0.02436625481599987,3.4094518928442303,27.647806387446128,19.87054161800006,208.70082635799918
81,0.21881980648897822,0.21881980648897822,0.3903495873890497,0.2170493301320235,-0.0017704763569547366,2.7514965183145303,0.02361393838865025,3.392397617683359,27.24013703171621,19.669508160999612,208.33526338500087
82,0.21881980648897822,0.21881980648897822,0.4015868196969437,0.2170493301320235,-0.0017704763569547366,2.5332222880092004,0.022288533892264095,3.3770932983115456,26.805282351641065,18.936471786000766,207.89257590299894
83,0.21881980648897822,0.21881980648897822,0.3708246002890542,0.2170493301320235,-0.0017704763569547366,2.4452694962300705,0.021815212600483316,3.3674076312401406,26.48712564924301,19.402625853001155,207.92150295900137
84,0.21881980648897822,0.21881980648897822,0.38232460203706364,0.2170493301320235,-0.0017704763569547366,2.4755940102454077,0.024093326361841527,3.3701119907864174,26.553652337274837,19.557922783998947,207.7402816089998
85,0.21881980648897822,0.21881980648897822,0.3846369976400036,0.2170493301320235,-0.0017704763569547366,2.3898652717774063,0.02363212892600693,3.366617138755153,26.420046413968397,20.268505416999687,209.28492195299987
86,0.21881980648897822,0.21881980648897822,0.371138552593663,0.2170493301320235,-0.0017704763569547366,2.2781491882256866,0.0233314557090627,3.3634933830333305,26.22002431207868,20.082160506000946,209.3219348829989
87,0.21881980648897822,0.21881980648897822,0.3915887844580087,0.2170493301320235,-0.0017704763569547366,2.2871947497859897,0.019624419173051147,3.36608877515194,26.303016907945633,19.579852007000227,208.3842044999983
88,0.21881980648897822,0.21881980648897822,0.39070951743090065,0.2170493301320235,-0.0017704763569547366,2.394825508834459,0.018526861675923673,3.376389901222047,26.587910266327768,19.938987997000368,208.21903997000118
89,0.21881980648897822,0.21881980648897822,0.40053720205385596,0.2170493301320235,-0.0017704763569547366,2.5473990419896864,0.015573341170891717,3.384352020283947,26.82097469333628,19.007647243000974,207.86381660799816
