generation,generation_best_train_mse,global_best_train_mse,mean_train_mse,validation_mse,train_validation_gap,population_diversity,gene_mean,gene_std,near_weight_boundaries_percentage,wall_seconds,cpu_seconds
13,0.02567731058392065,0.02567731058392065,0.1905931362813908,0.028583088669447157,0.0029057780855265072,2.636991235622748,0.30208586435000817,3.1777982674735257,22.594594594594593,0.08694149999064393,0.09375
14,0.02567731058392065,0.02567731058392065,0.1566111773787065,0.028583088669447157,0.0029057780855265072,2.5693041908572494,0.35022166003418814,3.1855747601925937,23.585585585585587,0.08514230002765544,0.09375
15,0.02567731058392065,0.02567731058392065,0.1802705563531798,0.028583088669447157,0.0029057780855265072,2.5383381578945667,0.31484071490994525,3.190189981411927,23.18018018018018,0.08469129999866709,0.09375
16,0.02567731058392065,0.02567731058392065,0.13910493074357036,0.028583088669447157,0.0029057780855265072,2.548746377834429,0.320651486082699,3.1846382466957857,23.315315315315317,0.0846875999995973,0.109375
17,0.02567731058392065,0.02567731058392065,0.18517601527079847,0.028583088669447157,0.0029057780855265072,2.5023410537111213,0.33588316189738204,3.203778487471686,23.603603603603602,0.0859960000088904,0.078125
18,0.02567731058392065,0.02567731058392065,0.14937194192082998,0.028583088669447157,0.0029057780855265072,2.5183013120452906,0.3446597097784358,3.211127309079694,23.63063063063063,0.08370700001250952,0.078125
19,0.02567731058392065,0.02567731058392065,0.13920678481897897,0.028583088669447157,0.0029057780855265072,2.3672987501388603,0.3529755675689553,3.2307557305805266,23.765765765765764,0.09054710000054911,0.09375
20,0.02566775460292266,0.02566775460292266,0.14446974954364467,0.02856625017954763,0.002898495576624971,2.3338491396518983,0.3460243289700724,3.224064632461927,23.36036036036036,0.08150699999532662,0.078125
21,0.02181646176439342,0.02181646176439342,0.1323747835429189,0.023588649082206026,0.0017721873178126075,2.249931723997504,0.34740444580959773,3.233759764667229,23.396396396396398,0.08650410000700504,0.09375
22,0.02181646176439342,0.02181646176439342,0.1372119264121082,0.023588649082206026,0.0017721873178126075,2.245923356865191,0.41517948541320554,3.2402254651263767,23.55855855855856,0.08581210000556894,0.109375
23,0.02181646176439342,0.02181646176439342,0.14418242878208576,0.023588649082206026,0.0017721873178126075,2.158782086447289,0.40459010932772915,3.219927984041312,23.27927927927928,0.09935000000405125,0.078125
24,0.02181646176439342,0.02181646176439342,0.13181782597004804,0.023588649082206026,0.0017721873178126075,2.179455628992755,0.3997871297412117,3.207682489597103,22.45045045045045,0.08271850002347492,0.0625
25,0.021459605084963206,0.021459605084963206,0.11597459106086809,0.022371424035492193,0.0009118189505289871,2.2081748555464733,0.3756374308860969,3.229313394928978,22.711711711711715,0.08589649997884408,0.09375
26,0.021305714228398623,0.021305714228398623,0.1309347312814444,0.02350000465140207,0.0021942904230034463,2.1931459376973894,0.378381930082912,3.2343353482154713,22.846846846846848,0.0963200000114739,0.09375
27,0.021305714228398623,0.021305714228398623,0.11647634847913707,0.02350000465140207,0.0021942904230034463,2.186592967636304,0.36474890243037056,3.2163228669464643,21.972972972972972,0.08462510001845658,0.09375
28,0.021305714228398623,0.021305714228398623,0.12163428064347626,0.02350000465140207,0.0021942904230034463,2.213767385783915,0.3585572268268784,3.2384643812819816,22.405405405405403,0.09196560000418685,0.078125
29,0.0199207498260695,0.0199207498260695,0.11616279576400163,0.024789398420302648,0.0048686485942331485,2.173514344234921,0.3507162850213143,3.2384706925753646,22.53153153153153,0.08689229999436066,0.09375
30,0.0199207498260695,0.0199207498260695,0.11134785491393005,0.024789398420302648,0.0048686485942331485,2.0136617765526164,0.3086299603339111,3.2385740060664636,22.684684684684683,0.08659760002046824,0.078125
31,0.0199207498260695,0.0199207498260695,0.11946161457153182,0.024789398420302648,0.0048686485942331485,1.9175172360201262,0.3024658042217899,3.226882859545907,22.585585585585584,0.0854500999848824,0.078125
32,0.01878810025595091,0.01878810025595091,0.10572214068845444,0.022575623517454707,0.0037875232615037988,1.8697104083025504,0.3051016326179013,3.234026036443727,23.18018018018018,0.0848820999963209,0.078125
33,0.016810899462472183,0.016810899462472183,0.09595200266171151,0.020520081857862513,0.00370918239539033,1.8048614257629805,0.2854146870162989,3.243449536676608,23.36936936936937,0.08451119999517687,0.109375
34,0.016810899462472183,0.016810899462472183,0.10636652543669319,0.020520081857862513,0.00370918239539033,1.9184824809158474,0.24421480646668992,3.2803196937444334,24.486486486486488,0.08889079999062233,0.078125
35,0.016810899462472183,0.016810899462472183,0.09974553844174416,0.020520081857862513,0.00370918239539033,1.8756911475088214,0.21805400315602505,3.2989709626878114,24.675675675675677,0.09099820000119507,0.09375
36,0.016810899462472183,0.016810899462472183,0.0934230521354159,0.020520081857862513,0.00370918239539033,1.8308700807385536,0.19233112196186536,3.3573772604643994,26.270270270270267,0.08747080000466667,0.09375
37,0.016810899462472183,0.016810899462472183,0.10328309670752263,0.020520081857862513,0.00370918239539033,1.8608863951111205,0.1590762203990487,3.3446278895796673,25.774774774774773,0.08790769998449832,0.078125
38,0.0160458391640825,0.0160458391640825,0.08411868869115395,0.019107000285099734,0.003061161121017234,1.7981700218596393,0.1381762902165836,3.3707039293802876,26.65765765765766,0.08426100001088344,0.09375
39,0.0160458391640825,0.0160458391640825,0.0900903445991966,0.019107000285099734,0.003061161121017234,1.815894273704885,0.13628020330187576,3.396354837754994,27.55855855855856,0.08931899999151938,0.078125
40,0.015127965604458775,0.015127965604458775,0.09500237682765837,0.01818411558904902,0.0030561499845902437,1.689760467099008,0.05732715852965549,3.419221664673598,27.792792792792792,0.09423600000445731,0.078125
41,0.014245838718193309,0.014245838718193309,0.07790762005609328,0.015207662642624886,0.000961823924431577,1.7139804249214061,0.03289427524356986,3.446792256643007,28.765765765765767,0.10401829998590983,0.09375
42,0.014245838718193309,0.014245838718193309,0.09252285306003288,0.015207662642624886,0.000961823924431577,1.6741969574319153,0.03168763754368924,3.464305251266191,29.171171171171174,0.09474229998886585,0.09375
43,0.012526314195516827,0.012526314195516827,0.07762800571867191,0.013354968534735544,0.0008286543392187172,1.6801582262624968,0.03188311320669673,3.4771765120743328,29.36936936936937,0.10249410002143122,0.109375
44,0.012526314195516827,0.012526314195516827,0.07401105926070521,0.013354968534735544,0.0008286543392187172,1.6466039090465048,0.04241379874137374,3.476023251984804,29.28828828828829,0.09215109999058768,0.09375
45,0.012136677494669155,0.012136677494669155,0.05359868601299939,0.01348074510492598,0.0013440676102568251,1.50551313801411,0.06578048771316405,3.4774833271902192,30.036036036036034,0.08912369998870417,0.0625
46,0.012136677494669155,0.012136677494669155,0.046879602368341676,0.01348074510492598,0.0013440676102568251,1.3995009799830236,0.12160137804524385,3.4787834609294586,30.55855855855856,0.08819690000382252,0.09375
47,0.011589894617693282,0.011589894617693282,0.06249341295352364,0.012948473738443034,0.0013585791207497526,1.3286648302924324,0.17116073174823285,3.4891752414365835,31.09009009009009,0.08993919999920763,0.09375
48,0.011589894617693282,0.011589894617693282,0.0613883979359314,0.012948473738443034,0.0013585791207497526,1.3883495670340986,0.1894584115017996,3.4928365714324783,31.648648648648646,0.08590939998975955,0.078125
49,0.010581569610670723,0.010581569610670723,0.07715224623330454,0.01220591629700218,0.0016243466863314574,1.295669147360758,0.1865289116113521,3.506671637620548,32.31531531531531,0.08623950000037439,0.09375
50,0.010581569610670723,0.010581569610670723,0.07956130528700364,0.01220591629700218,0.0016243466863314574,1.3628789551240363,0.1942882564919386,3.5069249423947455,32.34234234234235,0.08239939998020418,0.09375
51,0.010581569610670723,0.010581569610670723,0.07863023401627033,0.01220591629700218,0.0016243466863314574,1.474465246404861,0.19698383344510473,3.5119265522691423,32.21621621621622,0.08365479999338277,0.078125
52,0.010581569610670723,0.010581569610670723,0.0631628889356937,0.01220591629700218,0.0016243466863314574,1.551783209182972,0.1885797601546625,3.516614439525555,32.13513513513514,0.08585120001225732,0.078125
53,0.010581569610670723,0.010581569610670723,0.06917097440356734,0.01220591629700218,0.0016243466863314574,1.5414141119128466,0.19129906077709377,3.526141204221405,32.828828828828826,0.08244229998672381,0.0625
54,0.010581569610670723,0.010581569610670723,0.07206974724432079,0.01220591629700218,0.0016243466863314574,1.5211007940856531,0.20846395831339848,3.5311887026907627,33.090090090090094,0.08510860000387765,0.109375
55,0.010581569610670723,0.010581569610670723,0.056889628928505076,0.01220591629700218,0.0016243466863314574,1.4715830207669047,0.22514210369708107,3.549239063806064,33.81081081081081,0.08402020001085475,0.078125
56,0.009954636219822923,0.009954636219822923,0.07392636584365865,0.010653374358646304,0.0006987381388233807,1.4003428367143826,0.2508054917533828,3.5365754887244374,33.04504504504504,0.08640250001917593,0.125
57,0.009650529343400613,0.009650529343400613,0.070225576555076,0.010467901227489107,0.0008173718840884941,1.4665141543913371,0.22627338995215002,3.5376640833386395,33.153153153153156,0.08618610000121407,0.078125
58,0.009650529343400613,0.009650529343400613,0.07025085892800152,0.010467901227489107,0.0008173718840884941,1.4198192712650568,0.2339700447883877,3.556326765195471,33.8018018018018,0.09993379999650642,0.109375
59,0.009048030424237609,0.009048030424237609,0.07907880602584377,0.009056324916830076,8.29449259246752e-06,1.4315525721224054,0.2524505507477249,3.56044812725545,34.171171171171174,0.08127739999326877,0.078125
60,0.009048030424237609,0.009048030424237609,0.04826011700336211,0.009056324916830076,8.29449259246752e-06,1.4500198064756415,0.26152243996908425,3.5557319077897116,33.48648648648649,0.08506149999448098,0.09375
61,0.008892594807119422,0.008892594807119422,0.04983031702663658,0.009368404493161672,0.0004758096860422497,1.4557301461157472,0.2766298924324975,3.558120363816129,33.54054054054054,0.08345299999928102,0.0625
62,0.00857787842702468,0.00857787842702468,0.050223567042857284,0.00957750313232112,0.0009996247052964403,1.3564788132671093,0.24075230021587776,3.552253635405092,33.666666666666664,0.08455790000152774,0.09375
63,0.00857787842702468,0.00857787842702468,0.05913141518195855,0.00957750313232112,0.0009996247052964403,1.3717690272938348,0.2273439733248415,3.546399465604188,33.2972972972973,0.08720830001402646,0.078125
64,0.00857787842702468,0.00857787842702468,0.05793223740627556,0.00957750313232112,0.0009996247052964403,1.431645840723504,0.2529719990951928,3.5427546151012597,33.27027027027027,0.08185350001440383,0.09375
65,0.00857787842702468,0.00857787842702468,0.0574123061922961,0.00957750313232112,0.0009996247052964403,1.5400602182390137,0.2618843721211494,3.5465645730650985,32.71171171171171,0.08415390001027845,0.078125
66,0.00857787842702468,0.00857787842702468,0.06624373467949404,0.00957750313232112,0.0009996247052964403,1.537826640031479,0.25769152379133053,3.5417046494476936,32.630630630630634,0.08459199999924749,0.09375
67,0.00857787842702468,0.00857787842702468,0.06156730881857544,0.00957750313232112,0.0009996247052964403,1.5118072232232678,0.28927779992411895,3.522142306835993,32.42342342342342,0.08445590001065284,0.09375
68,0.00857787842702468,0.00857787842702468,0.06604622886584731,0.00957750313232112,0.0009996247052964403,1.5495274936147572,0.26562639772929636,3.5214838173385625,32.17117117117117,0.08418340000207536,0.09375
69,0.00857787842702468,0.00857787842702468,0.06289506966776233,0.00957750313232112,0.0009996247052964403,1.5097701411438704,0.27871747121320756,3.5454768601366755,33.52252252252252,0.08316899999044836,0.09375
70,0.00857787842702468,0.00857787842702468,0.06941009783260917,0.00957750313232112,0.0009996247052964403,1.6528734943162084,0.2671422311775659,3.5546638525924985,33.65765765765766,0.08669179998105392,0.09375
71,0.00857787842702468,0.00857787842702468,0.0625929256875232,0.00957750313232112,0.0009996247052964403,1.6697638946889162,0.30133508637021533,3.5563330898996655,34.03603603603604,0.08186150001711212,0.09375
72,0.00857787842702468,0.00857787842702468,0.0626935127443137,0.00957750313232112,0.0009996247052964403,1.7140830395975075,0.33421576395731784,3.5388774113414634,33.306306306306304,0.08636069999192841,0.078125
73,0.00857787842702468,0.00857787842702468,0.051741035539477453,0.00957750313232112,0.0009996247052964403,1.6563241430350668,0.3867314270172454,3.5392986394916055,33.648648648648646,0.08559100001002662,0.09375
74,0.00857787842702468,0.00857787842702468,0.05684830129911736,0.00957750313232112,0.0009996247052964403,1.5931660911251875,0.40277098658686866,3.54144094241323,33.108108108108105,0.08640449997619726,0.09375
75,0.00857787842702468,0.00857787842702468,0.07391230273263512,0.00957750313232112,0.0009996247052964403,1.7248142608133679,0.41261609640660635,3.549827484025612,33.22522522522522,0.08352800001739524,0.078125
76,0.00857787842702468,0.00857787842702468,0.07426735193447705,0.00957750313232112,0.0009996247052964403,1.7641718664336536,0.40481596855760843,3.5587221142749095,33.72072072072072,0.08331909999833442,0.09375
77,0.00857787842702468,0.00857787842702468,0.07581781566817819,0.00957750313232112,0.0009996247052964403,1.6502931129566591,0.4143394526809683,3.5817272779495877,34.24324324324324,0.08331950000138022,0.0625
78,0.00857787842702468,0.00857787842702468,0.06295947422119423,0.00957750313232112,0.0009996247052964403,1.6196230217443086,0.3889942137022275,3.6052755209112006,35.0,0.0857613000262063,0.078125
79,0.00857787842702468,0.00857787842702468,0.05820976358997929,0.00957750313232112,0.0009996247052964403,1.5662773109430739,0.3702762240782084,3.5998525099740943,34.81081081081081,0.0860982000012882,0.0625
80,0.00857787842702468,0.00857787842702468,0.05459042769225757,0.00957750313232112,0.0009996247052964403,1.4404619835980605,0.39225511512038713,3.5730622330995994,33.81981981981982,0.0850780000037048,0.078125
81,0.00857787842702468,0.00857787842702468,0.052257673129762476,0.00957750313232112,0.0009996247052964403,1.296017866760943,0.3578663754189141,3.5477348522162266,33.14414414414414,0.08388059999560937,0.078125
82,0.008027564348507113,0.008027564348507113,0.05074590223423371,0.009870691750273731,0.0018431274017666182,1.2898705320669972,0.36724713246358986,3.537029118200595,32.93693693693694,0.08661959998426028,0.078125
83,0.008027564348507113,0.008027564348507113,0.051350624301507566,0.009870691750273731,0.0018431274017666182,1.2667257694346468,0.37204588487311446,3.5229421284759113,32.18018018018018,0.08620680001331493,0.109375
84,0.008027564348507113,0.008027564348507113,0.04011600490762315,0.009870691750273731,0.0018431274017666182,1.2561635204688075,0.39900573090799085,3.506418111444852,32.27027027027027,0.08840349997626618,0.078125
85,0.008027564348507113,0.008027564348507113,0.04378925323014813,0.009870691750273731,0.0018431274017666182,1.2600704492792394,0.40229910167129573,3.500947338395887,32.26126126126126,0.08374279999407008,0.078125
86,0.007689703514548115,0.007689703514548115,0.04664106125716982,0.009323028618510846,0.0016333251039627305,1.2914405652580943,0.404817785086582,3.4958070138761963,32.45945945945946,0.0839675999886822,0.078125
87,0.007689703514548115,0.007689703514548115,0.042021841395779316,0.009323028618510846,0.0016333251039627305,1.3032693288242654,0.39734479041280063,3.493117066160453,32.5045045045045,0.08510460000252351,0.09375
88,0.007689703514548115,0.007689703514548115,0.05628465379702527,0.009323028618510846,0.0016333251039627305,1.401473268591099,0.3747431529031939,3.5142169269690755,33.234234234234236,0.08535359997767955,0.078125
89,0.007689703514548115,0.007689703514548115,0.05115117440861507,0.009323028618510846,0.0016333251039627305,1.4044025665660866,0.3478944261840424,3.5006447866156347,32.54054054054054,0.08433250000234693,0.09375
90,0.007689703514548115,0.007689703514548115,0.04859692870669884,0.009323028618510846,0.0016333251039627305,1.4166204428611775,0.33403341091879296,3.4844120042489815,32.3963963963964,0.08339889999479055,0.09375
91,0.007689703514548115,0.007689703514548115,0.06448955428191604,0.009323028618510846,0.0016333251039627305,1.3831422692146402,0.31285576084791283,3.4937002300926725,32.52252252252252,0.08347700000740588,0.078125
92,0.007689703514548115,0.007689703514548115,0.059270213342865946,0.009323028618510846,0.0016333251039627305,1.4156812701518708,0.3041358244570425,3.495620719844652,32.22522522522522,0.08429239998804405,0.109375
93,0.007689703514548115,0.007689703514548115,0.053938669926042085,0.009323028618510846,0.0016333251039627305,1.481113794344538,0.28970638178095937,3.495019503705311,32.288288288288285,0.08356289999210276,0.0625
94,0.007689703514548115,0.007689703514548115,0.05717082150082656,0.009323028618510846,0.0016333251039627305,1.494520616624437,0.29720244209713403,3.4988169642498033,32.04504504504504,0.08464159999857657,0.09375
95,0.007689703514548115,0.007689703514548115,0.04166211213598916,0.009323028618510846,0.0016333251039627305,1.5098017984009904,0.2781657795654101,3.496698677687029,31.954954954954957,0.08368799998424947,0.109375
96,0.007689703514548115,0.007689703514548115,0.053821375368112934,0.009323028618510846,0.0016333251039627305,1.4455107170005037,0.30236331265793875,3.499460650634127,31.91891891891892,0.08370419999118894,0.078125
97,0.007676973999347889,0.007676973999347889,0.05283568302908978,0.009311072826994914,0.0016340988276470243,1.3879945132241707,0.3047916832060593,3.499166553260133,31.79279279279279,0.08307629998307675,0.078125
98,0.007676973999347889,0.007676973999347889,0.04328173984242814,0.009311072826994914,0.0016340988276470243,1.3810233962519225,0.30312507049018306,3.4930873160064473,32.16216216216216,0.08741760000702925,0.078125
99,0.007676973999347889,0.007676973999347889,0.052791585981044734,0.009311072826994914,0.0016340988276470243,1.382467139997034,0.28256626053425565,3.5048208395733322,32.62162162162162,0.08771089999936521,0.078125
100,0.007541167929199072,0.007541167929199072,0.04474480986955852,0.009075900581779968,0.0015347326525808952,1.3951964307784388,0.2741092722289048,3.492506003765124,32.17117117117117,0.08483690000139177,0.0625
