epoca,mse_treino,mse_validacao,gap_treino_validacao,melhoria,epocas_sem_melhoria,tempo_parede_epoca_segundos,tempo_cpu_epoca_segundos,percentual_saturacao_oculta,camada_1_magnitude_media,camada_1_media,camada_1_desvio,camada_1_menor,camada_1_maior,camada_1_delta_magnitude_media,camada_1_delta_magnitude_maxima,camada_2_magnitude_media,camada_2_media,camada_2_desvio,camada_2_menor,camada_2_maior,camada_2_delta_magnitude_media,camada_2_delta_magnitude_maxima
59,0.005173508653148499,0.005668869496833917,0.0004953608436854178,4.573729476640802e-05,0,0.4191164000003482,0.40625,12.86755250750107,1.4440105614123768,0.03267238521868945,2.225268907539327,-10.72378674151531,8.280986733045745,1.367416480528781e-05,0.008809931886363429,1.4027529228059181,-0.042228425570126404,1.9039706634360312,-4.436449177294097,2.890322830137834,1.6677392468138317e-05,0.0014813097039513435
60,0.005035694665322799,0.005510728224541334,0.0004750335592185349,0.00013781398782570023,0,0.4057983999955468,0.40625,12.904700671524502,1.4485414887499894,0.03286499516584183,2.235551463884891,-10.796055301147383,8.332406398823471,1.3579558940103799e-05,0.008766366012015804,1.406051698992239,-0.04454335532125828,1.9110666539985741,-4.460875802960831,2.899248980609817,1.653022583940558e-05,0.0014814673545094843
61,0.005009361684112916,0.005457246021767283,0.0004478843376543671,2.633298120988288e-05,0,0.41630860000441317,0.421875,13.009001285897986,1.4518853444986888,0.03307105152945427,2.2454796710411804,-10.870282603299069,8.38494406755131,1.3435555341463177e-05,0.008809518217581634,1.4094708321251448,-0.04535432146081624,1.9180768335977234,-4.4831089566029085,2.90984871654748,1.6399855581010116e-05,0.0014814625914023542
62,0.004901121079871757,0.005343773812524195,0.0004426527326524378,0.00010824060424115874,0,0.4229039999991073,0.421875,13.043291898842691,1.4558695805543262,0.03325999185762041,2.255383976684616,-10.941785117820707,8.435620860741436,1.3286568887875578e-05,0.008583840614643404,1.412700925887779,-0.04718143728085524,1.9249969166205807,-4.506399428121573,2.9189820938584434,1.61152973086799e-05,0.0014811813170154614
63,0.004835933081333911,0.005313303304801293,0.00047737022346738215,6.518799853784656e-05,0,0.4358404000013252,0.421875,13.1504500642949,1.45920344628655,0.03345078093600128,2.265104213946907,-11.01436966064045,8.486887697751321,1.3192846334792128e-05,0.008844862662538144,1.4161762549453172,-0.0475597401843778,1.9319631959794776,-4.527654920985317,2.9299963423649538,1.6000057244831484e-05,0.001480670375273608
64,0.004752910303137948,0.005422683869370911,0.0006697735662329635,8.302277819596283e-05,0,0.4455600000001141,0.4375,13.200457208172597,1.4617780532257934,0.03364386978272711,2.27463502526895,-11.087613602598301,8.538447319674068,1.3065932358030837e-05,0.009034683267877623,1.419922354376595,-0.04649506275774895,1.9389707599851946,-4.5468428188550405,2.9428262793639877,1.5819238446490606e-05,0.001481334890976119
65,0.00470955461389935,0.0053004814473523185,0.0005909268334529684,4.335568923859775e-05,0,0.45048680000036256,0.453125,13.224746392341762,1.465344321369306,0.033826427175902,2.284094399491081,-11.157149762884998,8.587572833541707,1.290477672265377e-05,0.008488870694841498,1.4229889030728184,-0.04818611053114188,1.9456828429121156,-4.569338947919078,2.9517409535433097,1.5656754584447936e-05,0.0014814814627057444
66,0.004615669302938144,0.0052204766867824355,0.0006048073838442912,9.388531096120572e-05,0,0.44947469999897294,0.453125,13.26475210744392,1.4687385186130546,0.033994725502838115,2.293479069072023,-11.226123136723006,8.63614252383119,1.2788300206923772e-05,0.008726132285903018,1.4262048821457194,-0.04931664861618101,1.9524164312355041,-4.590931667641308,2.9612928115772856,1.541417195565054e-05,0.0014808377379800875
67,0.004568947374728565,0.005157403593411861,0.0005884562186832957,4.672192820957908e-05,0,0.45099669999763137,0.453125,13.37333904843549,1.4720854757998358,0.0341580512033378,2.3026912561903363,-11.294645534767522,8.684348618469848,1.2678378910531113e-05,0.008826056922333741,1.4293358496423414,-0.05051135803539155,1.9590771011182662,-4.612360976039874,2.9707118550932448,1.5319111249208894e-05,0.0014803981535397672
68,0.004474584007110203,0.004898322842450666,0.0004237388353404625,9.436336761836205e-05,0,0.42427070000121603,0.421875,13.376196599514218,1.476877256088499,0.034298888257287524,2.3119354700956816,-11.358491439675069,8.729467362870555,1.2534303815107396e-05,0.00881311298561556,1.4318362050089246,-0.05474737237406566,1.9655206345196288,-4.637490099711655,2.975938754256145,1.501723069908484e-05,0.001481481470085693
69,0.004443042844903545,0.004811115297328238,0.00036807245242469287,3.154116220665821e-05,0,0.4245070999968448,0.421875,13.45620802971853,1.4802825432234128,0.03445165314228889,2.320923577468845,-11.424771583325693,8.77602656327352,1.242731061602392e-05,0.008738812467146088,1.434709428220801,-0.05658923589814393,1.9719924372028923,-4.659371618650829,2.984160591733088,1.4971711389807847e-05,0.0014806242365422906
70,0.0043754305527965096,0.004949797661686326,0.0005743671088898165,6.761229210703549e-05,0,0.42041559999779565,0.40625,13.534790684383482,1.4819715968965652,0.034621261100659176,2.329730951813565,-11.495018902333248,8.825047041855859,1.2387671861948892e-05,0.00898999066199076,1.4385594983030314,-0.05402993417371855,1.9787630689313118,-4.675522758845638,2.998347014288619,1.4937381022351255e-05,0.0014814252425374153
71,0.004322682786620872,0.004786450513485179,0.00046376772686430694,5.274776617563738e-05,0,0.42221969999809517,0.421875,13.56336619517074,1.4855407660475737,0.03476842094716636,2.33851967955201,-11.559164968808881,8.87013046235681,1.220409158581874e-05,0.008704429411631506,1.4412252387601963,-0.05665598344356531,1.985100296574494,-4.698033695315254,3.0053298896646767,1.4633481717122231e-05,0.0014793973971048
72,0.004216236315477489,0.004625139607619037,0.0004089032921415483,0.00010644647114338348,0,0.4196100999979535,0.421875,13.573367623946279,1.4896936095891593,0.03489712680012664,2.3472965230948435,-11.620924613360152,8.913567507000712,1.2081375664471329e-05,0.00848666090666029,1.4436993404433829,-0.06024317860565613,1.991384495056321,-4.721679780273993,3.010975554365876,1.440954626204674e-05,0.0014811881904520175
73,0.0041953190625296285,0.004634275471290499,0.00043895640876087053,2.091725294786021e-05,0,0.4255293000023812,0.421875,13.643377625375052,1.4919593485006768,0.03504046870239375,2.3558669396570195,-11.687175388135607,8.95973205082188,1.2056726332212475e-05,0.00873759081662605,1.447103016353234,-0.059246608347868594,1.9978770945762563,-4.739270343364765,3.0226817613163592,1.4433724433991018e-05,0.001481402163765034
74,0.004123906515127124,0.0046722648721617575,0.0005483583570346333,7.141254740250427e-05,0,0.416853099995933,0.421875,13.683383340477212,1.4943320289689206,0.03517934202716295,2.3643505733549786,-11.752300580387082,9.005109471163959,1.1935381425914042e-05,0.008609839911970323,1.4504268401451206,-0.05859867269423576,2.004321788796189,-4.757164912189512,3.033855089276535,1.424733302967768e-05,0.0014814629515994002
75,0.004089557660746621,0.004659801116976984,0.0005702434562303632,3.4348854380502995e-05,0,0.42827050000050804,0.4375,13.704814973567652,1.4967766876973065,0.03532022212534854,2.3726933404642745,-11.815770341540446,9.04938187802633,1.1803535443988178e-05,0.008966087023740747,1.4535231847727113,-0.0589780233544883,2.01060758872497,-4.77615491381094,3.0434346738301437,1.4077539205746851e-05,0.0014814760303523927
76,0.004029998333387132,0.0045533823979269986,0.0005233840645398665,5.955932735948917e-05,0,0.42843189999985043,0.40625,13.760537219602801,1.4999700808356948,0.03543833041832599,2.3809976308855765,-11.877085570554696,9.092174490604714,1.170870405715381e-05,0.008410001618273027,1.45653162641935,-0.060689413777668684,2.016757895670439,-4.796578418450103,3.051166872948542,1.3913116827922384e-05,0.0014814813244839933
77,0.00396667072986828,0.004540363811525346,0.0005736930816570658,6.332760351885226e-05,0,0.42433039999741595,0.421875,13.774824974996427,1.5025258506647325,0.03556911480030126,2.3891987666164947,-11.938915071579359,9.135224194567243,1.1603060937513233e-05,0.008554047763488172,1.4603266597491993,-0.06087761996828973,2.0229441964621673,-4.814901802933275,3.0607900916492023,1.3742234510742922e-05,0.0014810690196940864
78,0.003954437629915731,0.0044686547612639484,0.0005142171313482179,1.2233099952549224e-05,0,0.4268452000032994,0.421875,13.820545792256036,1.5051854877254258,0.035689961957607715,2.39723248172776,-11.999804127483655,9.177609222529775,1.150609116025228e-05,0.008810109042882909,1.4633467776837008,-0.062357699165512065,2.028976770226057,-4.83471477962443,3.0685822157151414,1.3684286895862488e-05,0.001481364635144144
79,0.0038734534940349364,0.004341278327098863,0.0004678248330639268,8.098413588079412e-05,0,0.4214382999998634,0.40625,13.859122731818832,1.5085291174248179,0.03579718707372085,2.405270306091826,-12.058635697127375,9.218611984172306,1.1423265390655174e-05,0.008756556198901406,1.465850162296608,-0.06481463856663833,2.0349838735916568,-4.8556618731562455,3.075110088564019,1.3531090793169896e-05,0.001481410715222553
80,0.003829310223977535,0.00441697717672582,0.0005876669527482845,4.4143270057401315e-05,0,0.4896798999980092,0.5,13.884840691527362,1.51025050912331,0.03592307172259355,2.4131532730473837,-12.120467655147282,9.261443109287725,1.1360314131242585e-05,0.00842868098973874,1.4702686122906514,-0.0636556343822894,2.0411157728258127,-4.871853912299133,3.0862928436834767,1.3422258299951789e-05,0.0014814809671060008
81,0.0037667550474802013,0.004389269188095785,0.0006225141406155836,6.255517649733384e-05,0,0.4301952000023448,0.421875,13.91055865123589,1.512852707825299,0.036031326527228166,2.421001334205353,-12.17989370831241,9.302686326898248,1.1254212685110798e-05,0.008582654198711678,1.4735668812807388,-0.06456512027433345,2.0471532718338072,-4.8905804973889655,3.0947745136510356,1.3293455556399976e-05,0.0014809089177107962
82,0.0037341134626508055,0.004251151486579974,0.0005170380239291686,3.264158482939577e-05,0,0.4193282999985968,0.421875,13.891984569224174,1.5157505748902675,0.03614400807132718,2.4287611497923423,-12.236892921372782,9.342329367196134,1.1130597293528385e-05,0.008512483399490607,1.4761134323626697,-0.06668020216002041,2.0530165177043145,-4.910678505804477,3.1013542672602585,1.313040775696913e-05,0.0014772683085916922
83,0.00369475829255407,0.004183727023318684,0.0004889687307646135,3.935517009673534e-05,0,0.42011880000063684,0.390625,14.052007429632804,1.5185896212839136,0.03623313749087123,2.436412184659098,-12.294677851204032,9.382422907133083,1.1089029186216996e-05,0.00870151312559055,1.4788571519232798,-0.06841789986453845,2.058894013300351,-4.930105513018681,3.1085697033694495,1.3080285563283559e-05,0.0014810454886082971
84,0.0036409254645029202,0.004127406269385224,0.0004864808048823041,5.383282805114997e-05,0,0.42281870000442723,0.40625,13.983426203743393,1.5211147225425499,0.03633251884776641,2.4439905665489485,-12.351781646550503,9.421975886464967,1.0970533503376063e-05,0.008430924676007511,1.4818395746792439,-0.06962648315302183,2.0647335094918517,-4.948690536496634,3.116276529100537,1.2882689153675767e-05,0.0014814559478088722
85,0.0035898933417930702,0.004225904232326744,0.0006360108905336735,5.1032122709849994e-05,0,0.433770600000571,0.4375,14.06486640948707,1.5226564343291886,0.03644020309859693,2.4514755828489636,-12.410935396516148,9.462768021540453,1.092043620860094e-05,0.00877374763053195,1.4862019453580684,-0.06831577416271464,2.0706998054137133,-4.963981696127169,3.127341722793688,1.2799487889750233e-05,0.001479954044200169
86,0.0035704237453237655,0.0041239315398153556,0.0005535077944915901,1.946959646930476e-05,0,0.4233024999994086,0.421875,14.066295185026432,1.5252946307667496,0.036531848608678044,2.4588740280032546,-12.466523803636635,9.501274754980647,1.0808101227511591e-05,0.008411956517390677,1.4887513842222475,-0.07014323076544073,2.0763979527708214,-4.983055466676227,3.1340403737437623,1.268805022176844e-05,0.0014805054707307558
87,0.0035124182849115538,0.004005639737383243,0.0004932214524716893,5.800546041221169e-05,0,0.4185871000008774,0.40625,14.052007429632804,1.5280553768581657,0.036621470842246595,2.4662249798168743,-12.520971124930801,9.538959812919718,1.0713276766229178e-05,0.008531214381459585,1.4910399918215311,-0.0723954886376525,2.0820480518396507,-5.002590072556903,3.140082962009376,1.2527995837047802e-05,0.0014809847159143739
88,0.0034742725316172975,0.004023419394291663,0.0005491468626743655,3.8145753294256245e-05,0,0.43491350000113016,0.4375,14.139162737533933,1.529883446015996,0.03671295827424382,2.4734830952141276,-12.577554762757616,9.577922925308266,1.0678305443231046e-05,0.00843394568462988,1.4946155115462376,-0.07230682297843859,2.087811345812145,-5.0190230092698584,3.1492621058056356,1.2464408844768046e-05,0.0014813751313268102
89,0.003418432576643124,0.004057381690777873,0.0006389491141347487,5.5839954974173326e-05,0,0.42109160000109114,0.421875,14.229175596513787,1.5318761506226395,0.03679480916813312,2.4806772451525374,-12.63333590490934,9.616342933321217,1.0592627714125998e-05,0.00837818289739409,1.4981281521728036,-0.0723267500042834,2.0935612489504,-5.03543104358086,3.1583192075984976,1.2342148127896635e-05,0.0014811894119669186
90,0.003398064968374132,0.003970081133947942,0.0005720161655738097,2.0367608268992334e-05,0,0.4134877000033157,0.40625,14.17916845263609,1.534227997570795,0.03687779408994613,2.4877886093020707,-12.687083527097405,9.653431552023095,1.0494180345254204e-05,0.00847725424798151,1.5006776500143308,-0.07392795067241953,2.0991294323224166,-5.053766066298108,3.165019210986204,1.2222563087814256e-05,0.0014806454445580703
91,0.003344362643599948,0.003987432028864052,0.0006430693852641036,5.3702324774183765e-05,0,0.41638899999816203,0.421875,14.26060865837977,1.5359992948011996,0.036968503505213086,2.4948382789695507,-12.74161875811598,9.690957564214044,1.0436012332311043e-05,0.008332176950206606,1.5040730212268854,-0.07399391496853493,2.104760928856071,-5.069989439796516,3.1737233535050784,1.2095472376301552e-05,0.0014814729499573601
92,0.0033104425637721373,0.0039209823050172345,0.0006105397412450972,3.392007982781081e-05,0,0.4361602000062703,0.421875,14.276325189312757,1.5384256960467684,0.03703030887920446,2.5018218109059136,-12.794574453307137,9.727388843519138,1.0355349825481684e-05,0.008480156298591083,1.5066910036544423,-0.07548071471778521,2.110264829017648,-5.08778679789411,3.1804967973250275,1.1976349466632555e-05,0.0014812031209743871
93,0.0032454648717621932,0.004036463294941821,0.0007909984231796274,6.497769200994406e-05,0,0.42642520000663353,0.421875,14.292041720245749,1.5398500005889215,0.03711335611161142,2.5087520699822763,-12.849201545864831,9.764850275908728,1.0280203641759166e-05,0.00849120024286862,1.510597190923518,-0.07448504154101182,2.1159080755680435,-5.1024178051093285,3.1905695610576363,1.1868015991764891e-05,0.001479614502188718
94,0.0032613833481746563,0.003812555399252372,0.0005511720510777158,-1.5918476412463047e-05,1,0.42050100000051316,0.421875,14.313473353336189,1.542851323298256,0.03717042841706118,2.5155792819911373,-12.899152463719373,9.799333854699862,1.0189949602875468e-05,0.008607106687637768,1.5126211513364298,-0.07796181399212983,2.12118504924444,-5.122464921095321,3.1944329036058132,1.1785556572959614e-05,0.0014811021982296042
95,0.003200316652726562,0.003788041633844458,0.0005877249811178961,6.106669544809432e-05,0,0.4175275000015972,0.421875,14.386340905843692,1.5449801803157102,0.037231215446945944,2.52236658146295,-12.951197322790374,9.835051709085088,1.0144484493828828e-05,0.008447331733500672,1.5156698705823155,-0.07883460835191647,2.1266157063542144,-5.139096962418413,3.20184961437796,1.169110012411006e-05,0.001480821127315072
96,0.00316346026272413,0.0037653274991848776,0.0006018672364607475,3.6856390002431866e-05,0,0.42253229999914765,0.421875,14.384912130304329,1.5470140905835148,0.037297491741828524,2.529097038425392,-13.00279181666028,9.87042578071603,1.0075796933303776e-05,0.008503696319754313,1.5187480852526811,-0.07942449658790297,2.1320305345866037,-5.155313156156116,3.209550177168937,1.1587084309124953e-05,0.0014813555761323002
97,0.003132754791223137,0.0036550261510747938,0.0005222713598516567,3.070547150099299e-05,0,0.41998619999503717,0.421875,14.404914987855408,1.54981092958965,0.03735478769805413,2.5357519149189836,-13.052244284448829,9.904432215936174,9.984271734606409e-06,0.008563582730725447,1.5212929494198428,-0.08191281381409198,2.1372959037459203,-5.173769833089996,3.2146040635811493,1.1470051018992122e-05,0.0014814802245501496
98,0.0031005931165370413,0.003704878330645632,0.0006042852141085906,3.216167468609579e-05,0,0.4202854999966803,0.40625,14.470638662666094,1.5512102361954812,0.03742944772301784,2.5423221794475874,-13.10455526329658,9.940171707530611,9.942719678029858e-06,0.008649607961702915,1.5246700991535413,-0.08118610109466168,2.142722023697169,-5.18813193699804,3.2239475615270834,1.1415933568754129e-05,0.0014812549868151767
99,0.0030713755626442653,0.0036669073649625377,0.0005955318023182724,2.9217553892776048e-05,0,0.4232671999998274,0.40625,14.492070295756537,1.5534079225128743,0.037483358834160256,2.54884173174211,-13.154641216370145,9.974456975100209,9.873290074382251e-06,0.008423744625846122,1.527538567724521,-0.08226343322435098,2.1479875974269467,-5.204555602239349,3.230781846088922,1.1296721633188411e-05,0.0014789934029831513
100,0.003019140212785144,0.0035641348061781993,0.0005449945933930552,5.223534985912114e-05,0,0.41584010000224225,0.40625,14.499214173453352,1.55622469556815,0.03752403674391457,2.5553203601077152,-13.202787895934092,10.007482043669532,9.77247669192902e-06,0.008332771637001232,1.5300378107922412,-0.08470637727434664,2.1531447096817193,-5.222504059824705,3.235721890192654,1.1131424651741572e-05,0.0014788007828850386
