epoch,online_mse_mean,train_mse_after_epoch,validation_mse,train_validation_gap,wall_seconds,cpu_seconds,hidden_saturation_percentage,layer_1_weight_abs_mean,layer_1_weight_std,layer_1_delta_abs_mean,layer_1_delta_abs_max,layer_2_weight_abs_mean,layer_2_weight_std,layer_2_delta_abs_mean,layer_2_delta_abs_max
22,0.14352370965097053,0.13850427707817825,0.1417920017750003,0.0032877246968220364,3.620486117000837,7.39937749100136,21.09500835421888,0.5122326420361399,0.5995086191224018,3.7497274328771874e-05,0.004142457157299188,0.545059021326791,0.6175855313956906,0.00024703127622837106,0.0014814814786894767
23,0.14315053006221898,0.1478724645640058,0.1509639602205341,0.0030914956565283036,3.8428101479985344,7.618553278000036,20.84078947368421,0.5126975675548909,0.6003642510620605,3.7799794228538577e-05,0.004245738501110506,0.5465711157815217,0.6208361248484192,0.00024597388247640003,0.0014814814748177294
24,0.14293962292820214,0.13774175742627387,0.1413573619955569,0.003615604569283032,3.795071155000187,7.510312409998733,20.304636591478697,0.5131959458771777,0.601247508035414,3.8309214200659145e-05,0.004261950161429779,0.5479170937042108,0.6239027198632142,0.00024566645663695683,0.001481481481477864
25,0.1419766864005098,0.1505850542961131,0.15366355634388387,0.0030785020477707703,3.350965780999104,6.954738753000129,20.261173767752716,0.5137101753860943,0.6021708824704257,3.8015780655736765e-05,0.004129486334917138,0.5487617444639701,0.6255301502877744,0.00024215406378310582,0.001481481465263137
26,0.14232870563114727,0.14064834870598644,0.1453060706018531,0.004657721895866662,3.38379502799944,7.086208049997367,19.80906432748538,0.5141587160512165,0.6030007880727003,3.8489325025365655e-05,0.004164828290947025,0.5497835522533422,0.6301279577697656,0.0002426007683243087,0.0014814814806970453
27,0.14167279838353727,0.14160996577090681,0.14595810234679069,0.004348136575883871,3.13900991599985,6.847132105001947,19.5593984962406,0.5146846810865927,0.603903383866554,3.860296115569367e-05,0.004250747632245595,0.550602993043239,0.6330620496304337,0.00024182908607837063,0.0014814814774654296
28,0.1419417583765463,0.13686144459022453,0.13957608999165214,0.002714645401427601,3.1738631909993273,6.984328844999254,19.398621553884713,0.5150633486472327,0.6046666733135622,3.8925942506596854e-05,0.004197977118564848,0.5510912928485366,0.6379154246887033,0.0002415239123175495,0.0014814814782467367
29,0.14217516738802966,0.13918147576675377,0.1432872070268591,0.0041057312601053275,3.2469581320001453,6.870130283001345,19.042898913951547,0.51555085494891,0.6055721713515103,3.940564185114005e-05,0.004374658699924208,0.5511821969452745,0.639755853019231,0.0002432073175295816,0.0014814814814297572
30,0.14133748278072394,0.14665522432328076,0.14979789676640254,0.0031426724431217745,3.2428881699997874,7.025508335998893,18.929406850459483,0.5159610607664373,0.6064042425968174,3.930631431265537e-05,0.003962300594285448,0.5508031177855659,0.6435638040808703,0.00024133887234776088,0.0014814814757274262
31,0.14162878729852296,0.1603632921733658,0.1628045752334757,0.002441283060109878,3.1917186730006506,6.920813810000254,18.72094820384294,0.5163973492363503,0.607231448065289,3.948353746976604e-05,0.00427402610342073,0.5501239209119647,0.6473483785924664,0.00024176019935022685,0.0014814814649949824
32,0.1413383217088129,0.1368744157526792,0.14007790183268576,0.0032034860800065623,3.3468756260008377,7.070950498000457,18.462698412698412,0.5168726251700415,0.6081319642676549,3.947924949424217e-05,0.004297890787794617,0.549494969917594,0.6503849969723867,0.00024144546611762078,0.001481481478265269
33,0.1412361166188752,0.1394906128885942,0.14297930564821767,0.003488692759623463,3.2069803770009457,7.0225300999991305,18.345279866332497,0.5173476764081231,0.6090841910641736,3.951840715152589e-05,0.004379514300911141,0.5495574749998353,0.6515605964591948,0.00024157883874908627,0.0014814814290498083
34,0.1405339746688495,0.13563237142668025,0.13875572749845005,0.003123356071769806,3.244801486000142,6.988756373997603,18.301754385964912,0.5178343636657369,0.6100242099046668,3.9188664925702936e-05,0.004271367827161975,0.5489563153040041,0.6536792111616669,0.00023892075847961337,0.0014814814786365193
35,0.13992728770323754,0.1368550328796083,0.14124024806198257,0.00438521518237428,3.4468769899995095,7.193752324998059,18.175,0.5182925373299561,0.6109647355501894,3.909087327781623e-05,0.004432528850671768,0.5482201037677326,0.6557612408715299,0.00023795103267616508,0.00148148147670169
36,0.14020128725482803,0.13574220203533888,0.13832345236492136,0.0025812503295824796,3.337563830000363,7.123946699000953,18.069256474519634,0.5186934313974083,0.6118462704071971,3.9062196719877665e-05,0.004358405279159741,0.547237281036262,0.6587548038591337,0.00023842885498170677,0.0014814810943985157
37,0.14025425474692021,0.1461703862661139,0.1493909980660936,0.0032206117999797057,3.2128405980001844,6.93360265299998,17.76345029239766,0.5191243553492955,0.612779176739891,3.919359621273302e-05,0.004557313919343645,0.5464848476591149,0.6609538604454563,0.00023803974705895474,0.0014814814813906563
38,0.13934821419609628,0.14988456653031063,0.15383504125135855,0.003950474721047925,3.317596730999867,7.076626007001323,17.544862155388472,0.519602661173262,0.6137439671533405,3.891086876915337e-05,0.00476556502526084,0.5452382658440205,0.6640218562875168,0.00023634128526988813,0.0014814814814379813
39,0.13964028918274332,0.14192413429937514,0.14746729718131535,0.005543162881940206,3.3226794419988437,7.123614236999856,17.387865497076024,0.520017466637796,0.6146947232135829,3.911134724487813e-05,0.004640668298701464,0.5449179199688354,0.6657952393903125,0.00023602932981445468,0.0014814814792791613
40,0.14003361964999278,0.13355237515775664,0.1367730060470969,0.00322063088934027,3.13470411399976,6.90162483399763,17.203759398496242,0.5204158875971037,0.6156159003933157,3.90640396882528e-05,0.0046611513308039134,0.542751616179989,0.6686463047432695,0.00023615867941344834,0.0014814814801501978
41,0.13915416742064085,0.13546040566153783,0.13834054527488937,0.00288013961335154,3.1308408439999766,6.763652657999046,17.091353383458646,0.520845898319281,0.6165690458789657,3.8686942477221444e-05,0.004882212285514124,0.5409650364163122,0.670745837304567,0.00023397225486256886,0.0014814814813778768
42,0.13856012303303156,0.13576393415761173,0.13910666082565995,0.003342726668048218,3.2012452309991204,6.97381225099889,17.077589807852966,0.5213198734558999,0.6175703633985472,3.842580679532393e-05,0.0051855674111185085,0.5405086189066196,0.6723837036621864,0.00023159784512878295,0.0014814814780176142
43,0.13876650340431607,0.13446776552543707,0.13829117020771836,0.0038234046822812895,3.1945002500015107,6.96037096299915,17.1453425229741,0.5217762584253011,0.6185603397793592,3.830079144443094e-05,0.005346128053315679,0.5391831098238917,0.674181657110564,0.00023097378026015343,0.0014814814645569725
44,0.13887158696192842,0.14362746149522848,0.146470586091351,0.002843124596122515,3.427757618999749,7.126652650000324,17.186069340016708,0.5221997964728856,0.6195453947734505,3.817428315946529e-05,0.00513010117369251,0.5382505542345888,0.6766225480419094,0.00023091137720487187,0.0014814814648070654
45,0.13775768740388242,0.13299393885864993,0.13660230628992345,0.003608367431273518,3.1751525990002847,6.912241731999529,17.204260651629074,0.5226878888444654,0.6205524588028167,3.7851276428061655e-05,0.005696605115129324,0.5370272126151794,0.6791999284468652,0.0002272408561417788,0.001481481481406643
46,0.13805024538900576,0.13476011280943304,0.13750135087618062,0.0027412380667475866,3.5565224359997956,7.316080947002774,17.18529657477026,0.5231367261233905,0.6215531980423886,3.781367899379301e-05,0.005412365388751318,0.536795317893771,0.6812613705255699,0.0002264549901448026,0.0014814814778760952
47,0.137753270094288,0.13774925043359978,0.14062849981954412,0.0028792493859443324,3.7210512769997877,7.494543753000471,17.190893901420218,0.5235625804153475,0.6225344712198343,3.7760264886958245e-05,0.005726702689170081,0.5350098664961441,0.6839471433263893,0.00022563455199012521,0.0014814813855386286
48,0.1380761997597785,0.13412678923879287,0.13628940033811193,0.0021626110993190617,3.5332783779995225,7.1778304599974945,17.35578529657477,0.5239830403128137,0.6235144521145631,3.779726058734119e-05,0.005800634953895163,0.5326746450280427,0.686329157003934,0.00022611877561564718,0.0014814814671800926
49,0.13811002317011617,0.1504469677120006,0.1536533705504616,0.003206402838460992,3.5008404159998463,7.453750657001365,17.564473684210526,0.5244207580740905,0.6245291207427288,3.763418811522544e-05,0.005762603748130894,0.5318839044613723,0.6880042692911855,0.00022600246027124673,0.001481481481325396
50,0.13826071840878018,0.13858324412983283,0.14123786974192504,0.002654625612092204,3.8376463139993575,7.465952339000069,17.66019214703425,0.524823760035329,0.6255413086040077,3.769760235547368e-05,0.00567056482712532,0.5306904049050104,0.6901390008247689,0.00022666723382030814,0.001481481453196411
51,0.13743705214740748,0.13126749213029895,0.13422307681465778,0.0029555846843588307,3.518175519999204,7.252717823001149,17.825375939849625,0.525245393640915,0.6265483019177813,3.727827812077196e-05,0.006289351212686957,0.5282953963728773,0.6921871668034112,0.00022386907951046255,0.0014814814813114447
52,0.13730010465407372,0.14880209275441514,0.15155969208457554,0.0027575993301603985,3.774609853000584,7.500670873996569,17.898997493734335,0.5256509760211263,0.6275408545753218,3.706082709215741e-05,0.0060825494894229,0.5265608452328109,0.6938800504042565,0.00022290974997275618,0.0014814814579235656
53,0.13712215253935395,0.13625619092436425,0.14011182096921743,0.0038556300448531755,3.62975668999934,7.5223461799978395,18.164619883040935,0.5260480159257762,0.6285402142613563,3.67759608320553e-05,0.006239442545616959,0.5253927028080267,0.6958018892515592,0.00022211841013567113,0.0014814814814755192
54,0.13712700730138144,0.1313013217588033,0.13393139192281836,0.0026300701640150637,3.6611622420005006,7.341893738997896,18.41468253968254,0.5264592105735106,0.6295358681624806,3.658686207899701e-05,0.00648267990533846,0.5243645683284124,0.6975609242280206,0.0002215174477754454,0.0014814814797822074
55,0.13667748803380853,0.14512057737414277,0.14640458107556778,0.0012840037014250072,3.6103754070009018,7.394378818000405,18.547577276524645,0.5268726544460716,0.6305458664129567,3.631256319669087e-05,0.006496387133318274,0.5226505064418434,0.699650395470466,0.00022142707886120864,0.0014814814473345028
56,0.1366843178358901,0.13382603134379267,0.13571766982298103,0.0018916384791883567,3.5800674299989623,7.360706041999947,18.532602339181288,0.5272857672191661,0.6315507219884611,3.609369985831243e-05,0.006738679618421585,0.5223371590700125,0.7013653356699167,0.00021996068193095103,0.0014814814814781256
57,0.13624753992832037,0.1337677692127813,0.1361860961817117,0.0024183269689304066,3.5527118569989398,7.318146109999361,18.597096908939015,0.527685395322223,0.6325386876358662,3.5760361805312574e-05,0.007227442677303578,0.5194680132994971,0.7033046412191106,0.00021803457951942638,0.0014814812000935795
58,0.13600309600611513,0.13013963188688862,0.13320750499383907,0.0030678731069504472,3.6310824419997516,7.415155416001653,18.814306599832914,0.5280373228677202,0.6335222828723578,3.539036653940181e-05,0.006984628858755551,0.5194208187010435,0.7052430355690545,0.00021845501021302248,0.0014814814400588643
59,0.1359840513811404,0.13317094723727504,0.13658506474837367,0.00341411751109863,3.401579982999465,7.146936135999567,18.88191311612364,0.5284489710204807,0.6345516162484915,3.512313700501275e-05,0.007234682190921976,0.5186805049572942,0.707118865082768,0.00021749186075442316,0.0014814814760342216
60,0.13550035246201408,0.13145687012210108,0.13386912784767938,0.002412257725578293,3.4838841229993704,7.2428629209971405,18.97687969924812,0.5288661313039708,0.6355776182614565,3.476858651077701e-05,0.006954546795602264,0.5162563752970479,0.7089558927787609,0.00021630375059548043,0.001481481455083117
61,0.13555757465321608,0.13113864922919305,0.13469852230729443,0.0035598730781013777,3.6816860039998573,7.44717727799798,19.057372598162072,0.5292571339976918,0.6365773279298683,3.4559107102632284e-05,0.007478136828029842,0.5160021551251294,0.7109778945381,0.0002160852729232453,0.001481481465436639
62,0.1350842958114977,0.1449592226408879,0.1479363624426811,0.002977139801793205,3.5986766100013483,7.381038319999789,19.15375939849624,0.5296699097009047,0.6376117526088738,3.435770205119947e-05,0.007291125308742943,0.516118900890141,0.7134029711932571,0.00021518945916052483,0.001481481481478769
63,0.1354704780359649,0.14108712341823676,0.14366267791130105,0.0025755544930642915,3.530167659999279,7.365140743000666,19.310233918128656,0.5300282743896453,0.6386097068038863,3.417690569293806e-05,0.007419266118188241,0.513060295363237,0.715179066064198,0.00021485833106927994,0.0014814814800325285
64,0.13502752876952587,0.13344129192698215,0.13656278946366254,0.0031214975366803954,3.679215492000367,7.2850805790003506,19.575355054302424,0.5304372539833474,0.6396384173111089,3.39675417932542e-05,0.007641986030158681,0.5115483542529258,0.7170965382432849,0.00021377146413375923,0.001481481475819709
65,0.1351659385868502,0.14956181722282375,0.15258989875165196,0.0030280815288282192,3.5822158820010372,7.265650903998903,19.98030492898914,0.5308225844086385,0.6406686200172571,3.3824072262373873e-05,0.008015407402730428,0.5094484710450562,0.7190217068909869,0.00021397947418160156,0.0014814814795622662
66,0.1345827869168775,0.12912903213039256,0.13171303351890024,0.002584001388507673,3.699476103000052,7.495360531000188,20.272368421052633,0.5312108068966731,0.6416955899719752,3.35828594774924e-05,0.007862660048423273,0.5100870143763395,0.7211639917615661,0.00021177772401906054,0.0014814814427249149
67,0.13432171137104723,0.13153121873821239,0.13491585063451136,0.0033846318962989785,3.7587918560002436,7.440709067999705,20.441311612364245,0.5316244593347789,0.6427371160671669,3.334920534803913e-05,0.008623287506048481,0.5090847822811053,0.723190252785237,0.00021016018376266137,0.001481481457071439
68,0.13402172639896626,0.12913283379359838,0.1322485628791327,0.0031157290855343134,3.6646432319994346,7.325414348000777,20.629114452798664,0.531984442619391,0.6437535506188922,3.314212161012779e-05,0.008464298293307398,0.507883191578361,0.7252858939825474,0.00020943658323953083,0.001481481424437299
69,0.1339470452126779,0.14832349957626584,0.15189955513867548,0.0035760555624096413,3.636541091998879,7.402113921001728,20.88452380952381,0.5323945871457891,0.6447994898547302,3.290017535025934e-05,0.008896189018206343,0.5053482616230085,0.7276166316174265,0.00020911239519098276,0.0014814814812495426
70,0.13292408891199228,0.12911221819834504,0.13221409798012282,0.0031018797817777832,3.642994357000134,7.309649137998349,21.098036758563076,0.5328330808289499,0.6458546622119081,3.249037047431051e-05,0.008404399014037644,0.506083663588179,0.7303655633631037,0.00020600426771866682,0.001481481481398439
71,0.13353859490521638,0.13093673256796495,0.13310430957408378,0.0021675770061188315,3.5503717009996762,7.320458825997775,21.515434419381787,0.5331768454735494,0.6468726917080307,3.221063539685914e-05,0.008416066820802832,0.5030394440553404,0.7322713223348952,0.00020633421151784338,0.0014814814801386296
72,0.13310883623857217,0.1320007807919404,0.13317193125278026,0.001171150460839876,3.671692605001226,7.372917024000344,21.871157059314953,0.533586440207957,0.6479253335143325,3.189234411141706e-05,0.009421530527328014,0.5016170769991298,0.7346672173943471,0.00020538699878869357,0.0014814814806542987
73,0.13313681558870308,0.14989042420605225,0.1534848969233759,0.00359447271732366,3.5807166329996107,7.323722811001062,22.175877192982455,0.5339981924624454,0.6489907543874756,3.161724235892266e-05,0.009263521724842662,0.4999578557822914,0.7371191151611652,0.0002050510432694437,0.0014814814249911967
74,0.13297584444580263,0.12981100398587403,0.13389442189149486,0.004083417905620834,3.6138954180005385,7.157881686998735,22.483667502088554,0.5343761540965553,0.650040419588539,3.129629358831676e-05,0.009487544233840444,0.49823633977913045,0.7393634721895167,0.00020356287399040627,0.001481481476313979
75,0.13197681696044156,0.15136036652213816,0.15462152880158167,0.003261162279443508,3.6753545900010067,7.491557978999481,22.86846282372598,0.5347812070874984,0.651106670424193,3.086340787593441e-05,0.00974521763982588,0.498540833141515,0.7422255228833874,0.00020158684239023292,0.0014814814799391865
76,0.13203966865163483,0.1340267128964726,0.13826878908337448,0.004242076186901866,3.686230211000293,7.331753348000348,23.112113617376774,0.5351859159114982,0.652183988145194,3.070683828858868e-05,0.009345575415283329,0.4984882676229265,0.7447922263658163,0.00020072096078867243,0.0014814814665116197
77,0.13176876847773444,0.1266530877362552,0.1293709160801137,0.0027178283438585027,3.716871093000009,7.400964192001993,23.327736006683374,0.5355782239284314,0.6532394496751723,3.043265472996983e-05,0.00924900261711181,0.496728879234371,0.7473234126417484,0.00020011465051567663,0.0014814814145575495
78,0.13157050950166982,0.13238035508003365,0.13698913565425502,0.004608780574221372,3.702933483000379,7.41708629400091,23.710401002506266,0.5359338559251038,0.6543050110742312,3.02118299297734e-05,0.00992233591625452,0.49669662400511605,0.7501208202990006,0.00019926771887798051,0.0014814814453498668
79,0.13163055172584381,0.13046460268183724,0.13251231427240664,0.0020477115905694065,3.690922206000323,7.47872450900104,24.070739348370928,0.5363039706377682,0.6553418366718383,3.0017642406001493e-05,0.009955813149412686,0.4931916057899864,0.7522490385253968,0.00019824971213659674,0.0014814814802015183
80,0.1311652119970844,0.12528915668617646,0.1275804833003965,0.002291326614220046,3.7857728299986775,7.447704297002929,24.476190476190474,0.5367029145888444,0.6564291592293938,2.9731087032324775e-05,0.010308263171454272,0.49205206473091745,0.7549244580042257,0.00019800577787799586,0.001481481479345093
81,0.13019882258456852,0.1420361457773311,0.144536107661436,0.0024999618841048954,3.556517775999964,7.4045216259983135,24.806182121971595,0.5370922868834583,0.6575195304228576,2.936547535934102e-05,0.010931760008691884,0.4921832255141159,0.7580186441916683,0.00019560305708757024,0.0014814814719119856
82,0.1302284048447156,0.13719541736667695,0.13873171680899232,0.0015362994423153697,3.6177347149987327,7.29841345100067,24.885129490392647,0.53748956162807,0.6585924059973078,2.912008201386421e-05,0.010536554383152609,0.4915321700383514,0.7607960940325821,0.00019450862658621727,0.0014814813687772932
83,0.13056911286561737,0.13167878460829435,0.13414385521243286,0.002465070604138503,3.6526083600001584,7.460138528000243,25.18565162907268,0.5378759114902296,0.6596877087277847,2.9140909135034072e-05,0.011410887944412633,0.48991803213277935,0.7634666248253907,0.00019541611890172932,0.0014814814719060633
84,0.12975886125987043,0.12926042700787313,0.1328544400831624,0.003594013075289282,3.5887279710004805,7.351229746000172,25.484001670843774,0.5382551762729983,0.6607722450117185,2.8794425523226216e-05,0.010410480551129673,0.4886068929328169,0.7662828826072933,0.00019352546028125867,0.0014814814395760986
85,0.130176452542173,0.12513033729973766,0.12808130921409758,0.002950971914359918,3.684449518001202,7.172367021001264,25.88111946532999,0.5386456257894,0.6618613073250385,2.869451582321061e-05,0.010786979964133482,0.4874636959998568,0.7690804265301531,0.00019484420539899995,0.0014814814693121054
86,0.1294462270836105,0.1262682359270765,0.1284427272478274,0.0021744913207508987,3.6245940049993806,7.348523128002853,26.327568922305765,0.5390513751828251,0.6629644306895693,2.845447360943419e-05,0.011062097649004657,0.48642044237586396,0.771925787936711,0.0001925309968228617,0.0014814814192772522
87,0.12847533490030133,0.1321381901889529,0.13363042102810985,0.0014922308391569494,3.5618412330004503,7.317077398998663,26.604636591478698,0.5394626468007185,0.6640661340938601,2.8196518551879583e-05,0.01168837901946257,0.4845141472004218,0.7746967222624416,0.00019036088982559788,0.0014814814635493217
88,0.12937889237714748,0.12521066631884548,0.12770640191643612,0.0024957355975906426,3.6731362369991984,7.4300803459991585,26.809482038429408,0.5397641866602655,0.665144248333231,2.8143663117693675e-05,0.01170326282828673,0.4835764696355313,0.7776641829839197,0.00019264035494715473,0.0014814814312667708
89,0.1288001409753713,0.1373881480643088,0.1393164701604565,0.001928322096147711,3.5247696389997145,7.273978477001947,27.095530492898913,0.5401847886881046,0.6662712842843981,2.8052608855349206e-05,0.01180213831103399,0.4843425225155377,0.780857334691113,0.00019130946558519395,0.0014814814811647274
90,0.12873216961717038,0.12214193212329459,0.12476224876629921,0.0026203166430046193,3.6397532729988598,7.31041609300155,27.42222222222222,0.5405760724527058,0.6673864570183816,2.7852359262183215e-05,0.012025389677348525,0.48393079127661703,0.7839976859661848,0.0001908397401108434,0.00148148148051634
91,0.128187413548693,0.1305778568432162,0.1334244061925689,0.0028465493493526894,3.671089152001514,7.388304721000168,27.639619883040936,0.5409702379927536,0.6684900896904686,2.7632225225730517e-05,0.01233624461204805,0.4825661177555717,0.7870167673049359,0.00018996960061446198,0.0014814814659742125
92,0.12802994378546437,0.12525441598741716,0.12910732222959687,0.00385290624217971,3.6454650400009996,7.236822227001539,27.905827067669172,0.5413605663846129,0.6695894552160924,2.758585567935828e-05,0.011480092970218824,0.4822179564938174,0.7899556959255571,0.000188865206702058,0.001481481480421246
93,0.1276813671827234,0.1237169642225289,0.12726493453134635,0.0035479703088174552,3.6361042139997153,7.383362355998543,28.19183375104428,0.5417267991398516,0.6707036748164728,2.739011369737107e-05,0.012830588917741699,0.4816447518888803,0.7930105168990959,0.00018853636478351608,0.0014814814617865385
94,0.1274571215470943,0.12422298590439446,0.12619317326390975,0.0019701873595152908,3.767208176999702,7.618523305001872,28.468003341687552,0.5421545433929548,0.6718421941433467,2.727843582171869e-05,0.012390012255519505,0.48075008096979566,0.7960617919881998,0.0001882802563958536,0.0014814814343209774
95,0.12733640301600221,0.12364590495587786,0.12688077610623452,0.003234871150356658,3.650714303999848,7.684603417001199,28.731516290726816,0.5425018981155544,0.6729719039471935,2.7153983860048365e-05,0.012519443157693029,0.48092738982516486,0.7992521206263762,0.00018833858130481068,0.0014814814764830206
96,0.1265934102982292,0.1302924096195994,0.13215902610452565,0.0018666164849262534,3.5991506449990993,6.893995016002009,28.971992481203007,0.5428874077034526,0.6740948500862495,2.6920848952392322e-05,0.013158219180233388,0.4812026860480565,0.8026443380045869,0.00018675463824981622,0.0014814814810695661
97,0.12649027887149356,0.12498292755833598,0.12671979843160136,0.0017368708732653781,3.5598999739995634,7.24478403899775,29.216791979949875,0.5432968079562105,0.6752257757066631,2.6889499281276245e-05,0.01339041246178393,0.47938773138783575,0.8058901233562414,0.00018685832461639922,0.0014814813438129553
